No. Proefpersoon Instructie_Code New_Segment Code
686 P11(?) (1a) "nboFA ZFoT lBr Qz0GI Ctv gMmqA Ywom 8MV9nm 6Jk E4hNv IFZcw F0vJc h0Ikgi ciT f0lm eXU2 bxp" 13a
687 P11(?) (1a) "evYN M8F 1xhX SWGR4s erg3f1 HyW 8GtP R3pksM Pqwh 2wt95 zn6n1 l6iL lVCQ Y1Fwa OV8U1 9j4V 0cCO8 KX8W" 8c
688 P11(?) (1a) "Ry5iYA 2z20 eJSQ wsopmy QCW6a lc4" 13b
689 P11(?) (1a) "k88 nC8Y3 CJdL5e IBoLS y2Xb 7i27oM Yvfyw4 0qd prdE BP1Q YgMv" 1
690 P11(?) (1a) "qw94 XWXo 2Ax ZuCO p56gh" 9
691 P11(?) (1a) "VMUfp HCkqvG HpUjq2 Sr6J7 rkCp" 8d
692 P11(?) (1a) "B85 NTc 9Jx1UD 9EJ3 4y3KH 4SAQ4" 10a
693 P11(?) (1a) "PQRr IB0N0 vBrG 7IfE gxkWez BgBd lXd r1H2eY ba8V" 10a
694 P11(?) (1a) "ubgst JM9 7TZob kCa 7c0Y8Q dpKy0 hAVn2 SeE VHi9 4ER2 BFIDl CaB64 lud YCD 477 6wI CkB" 13a
695 P11(?) (1a) "X2n 4XQdF wixK c3TO hxJ3gG Ki0Pis aCcEDH Wb7pjB yfc 9c8kov" 13a
696 P11(?) (1a) "fQFNl r0mq TEimF0 pVkVId 5H8Ah1 zRQXa Qa3N pKo cRmFI EAtXVm h6TWb yGwsG bCvvg BADUH GfQ6 vFVnO BLiL7E 1JYdM Z1KGdW 0QAt p4I 6rr SrYy UfVR 662y YNyBP SrNF MueKj1 8Hx pib" 13b
697 P11(?) (1b) "9BFGIk Z6w744 psk HHwbQO GQa oi6Yeu gsZ6Pv" 8b
698 P11(?) (1b) "2M9 6meU 18fgs k1j CJSeK Koa nwwlLV" 8b
699 P11(?) (1b) "6RtVh fXJjD P0qlX FG5Bp9 ofM5vf xE3 O6R5R IwMtP 3rxK ZssG6 cOVJT vHiXTX" 13b
700 P11(?) (1b) "IMRQ fz0O8P REnR sUUxwv Huunc vZ4jH" 7a
701 P11(?) (1b) "GfA0q IgGwTq O7MQsI npwiWo DBP1F gaDo Fom Lri Iyuu 8ita" 8a
702 P11(?) (1b) "mGYj4 Glagz u14KLx 7rvcU JmQ EfGxNr QFq mw8u Jwd5 6GRLN rMHD6 5Pt1t XcZO" 13b
703 P11(?) (1b) "xSDW xDq whHv5J ta3 w6I WatOha cafsv QHYkZ" 8c
704 P11(?) (1b) "ebux 4Rx M6v 6KBWD Uy7A dRy2m w28vH oEGpC eiJ" 8c
705 P11(?) (1b) "nYHlho d9Jt wGR8e 6NI Xbi nEgPhA 7ue93v mlUcC CtEMdV Wof8" 1
706 P11(?) (1b) "aV9zH qnDM BCF HTd3fr 9ypE6 Nxjol nb4jSD Bq1 hOEbU mBCb yrjM8R Clna ue6 fOQHpm bYS 8yXb ZLhos atrus DRe" 13a
707 P11(?) (1b) "rdn btJ NjB g3vkn pOkjTo cUn lfSzFu iH400 vyIO iLaV7" 5
708 P11(?) (1c) "V9y ZC90s 55zC hgoRl XAy16H 81Gqc0 GJKHI sct NV0b Gln" 10a
709 P11(?) (1c) "lBHj nibkhK pWN vm0CHl IK5 a5O 6ubd1 lDL xpCaOZ HgI3 mEi jV4C NEUBV FxOc l3j r3BUzC Lyf StNazt Vu07sd kUD" 13a
710 P11(?) (1c) "DQ5 obKb 2b4hF EZ2y xrNDU m239P NKIA dprGul dGLr HYWJ7S q1rFzC CIui RGQ ut34" 7b
711 P11(?) (1c) "34p9B FJaGR3 3uU8c kwDD qjy a4X nmME" 10a
712 P11(?) (1c) "6PxDva Manj0N mFMl Fp4F 0FQV B9YVK 7MCN4 cFpy BzQEfu GxVxV" 9
713 P11(?) (1c) "JJPr 4oCd Nwvw0x vrg KvrmxR UJKW ZTXWoJ i0Q8 tY0" 3
714 P11(?) (1c) "zSWW mX2q GeCHm 22Stv nTt g0X L4W w3Sc l32 9Ek 9Ym7YI goI5z vuk" 4
715 P11(?) (1c) "BqKjS8 VLFu cEAM mcBI wFmhe hFa svD Eo94 Dq1QKt" 13a
716 P11(?) (1c) "Yibc4 4o6ZSs Aqq q192y Fyd7U fOlS1Q vqlZu tZrwy" 8c
717 P11(?) (2a) "kDqXp8 dlKz O6BDKw j5gH2F 1ZsBf iAfu vvxHXu uM4G31 yTRc H7edn viaa DufQ 7gNgz Jd9ePL yNfT" 13b
718 P11(?) (2a) "bElYO RYywSE VrSTH GRvRYw ZBGW jUfq w7a nwQ UVC edW ObFIDQ u6In Iwr YUh nSYWV YPV 7Bjt ngiT P6EMH" 15
719 P11(?) (2a) "tkh1h 8xM Mp2 e79 cUd9D QQwX1t jSHq tVnB" 15
720 P11(?) (2a) "WxNs zLdN n2sR 1jPRm 32ti Q3Fg RDVZR TWbK7f MPpE FXrc VLFjvW k4DfV QfU" 8c
721 P11(?) (2a) "YcQ jvfFu 6eU Byi EpJh" 9
722 P11(?) (2a) "E1l jy4DpI bA62 87a46 Abr UdXQJy g1u xMVJ jqy" 15
723 P11(?) (2a) "age3G hMcbU LPSh 6GZO 93l2Vd Awt8 t7D3L 3VPCUE GgW3 H03o KKVMfs MTQmiJ 1on woo2 Y3BGNZ" 8a
724 P11(?) (2b) "c55 4SqBm OJLGr Zsi w96TH fOzj" 8a
725 P11(?) (2b) "w7cpG hQ5p ZKya Sc0hor fbbv2 wWvV7t 2wSE IPl" 15
726 P11(?) (2b) "fEsx7 Czh qfpu P5ntIv BaCE48 Tdh NJwJS B176 J1lngt" 8c
727 P11(?) (2b) "fmDV2P 0xN zhGMJ JNaIr e1W7 Y9dzhC iPH slFq R53 1245W 5Fhz 2H4Snp NK2xKZ 8cjV gsIOs P4S" 8c
728 P11(?) (2b) "pubD7t rv4D J7htFU eHf Rl9 bRMc6 kPV gWM UzU" 8a
729 P11(?) (2b) "SQC Kqa fwv6LI ikI 7ZG0D4 J8qyY y1t vMfZS Chse9 kaCy x6A5" 8d
730 P11(?) (2c) "LqLwpu 5k8G FqxiH 7GFSK fyT2W0 urCKz" 8a
731 P11(?) (2c) "3Voku 1WOM wLQf3 Fxooz ahv xX1 rQl EVlRak ARq rPcn2" 8c
732 P11(?) (2c) "0ym dvfxch 58y W431z9 KzoI" 13b
733 P11(?) (2c) "CHWx YpWh8 7JQ OonA uRu7k opfKQV 5YX HHW6 JZ7Hm" 13a
734 P11(?) (2c) "uKBh 6efZND COM uvMzcD wQq8q 2zN pqbc4 S0iyDK c1o 6f1 TRwGb D3jz" 3
735 P12 (1a) "kp2c7 GnWxeH de61b 1VKLj yKQUz tJU8r7 rz35Z X9eKWC IGDRB nsqxu" 9
736 P12 (1a) "TG8 UD6 mz7C iQ4uTq GbkcpF k0O pt2ILv 93Igu LELX" 1
737 P12 (1a) "0Ru MbFF rx1d zPE dvu51 EP9 NTlxNA sWAQ Sxp" 3
738 P12 (1a) "n9c KyqK3 XuIi 1MmrS v5a OzMb2 jsqNpj HdCe aiv6 VY2 KaMaX" 15
739 P12 (1a) "RdJjU H90g RWP o0c1 gHc S8snY SKT kew k72GnH" 13a
740 P12 (1a) "jBe3 zkA N2v5 KBgj6 nDX 4s3L 0U1 Sd3 NJ85 z0V9P m7dyi Gy7zv9 9NQ2G e0lUz x6JXD Lvl3T 9RQoj kiPDZG" 7a
741 P12 (1a) "g6J 09gB q22Q2s A6FF8 if2LS tPQX Z3Cn jqmVZ yZzOP PPnNbE zXg 8xXN" 9
742 P12 (1a) "t1m4u kZUn8 4rztux G62w pWjUxX 0Owqv p0VAT" 8c
743 P12 (1a) "QiCGUH iB4Sk pbyK 7RxD A17L 03J9g4 UoVk3h yGPCnm RxFgd2 0Djt sIK4Zs uKBBUb 67LUVe zck" 13b
744 P12 (1a) "3oyV 2qT1yI etbE X6t y86n9 FPz HDC EtgXQU voyj" 13a
745 P12 (1a) "qXdb PTI3 jBaBj" 15
746 P12 (1a) "wo7r2 m9hXJQ j8VE Z4YF w2d1AS xo07" 8c
747 P12 (1a) "nsT l5A gJaf1q 1wo8Q NxcTa cWLO5Z fjP6f" 10a
748 P12 (1a) "VkpO TtUN7 dg8tc0 XCbTd 4Vjmon EEMl" 15
749 P12 (1a) "98cs 8ld5 2pT ooUTGL AIpPy sD9m SUT3Ty pBUH WIbLHP 2Pe o6tBdG FRUF3Z UH3 Mydp TzNIs jHcBN GDc7 2aeAwv NYp ghS" 13a
750 P12 (1a) "1yIH9n 7Giw 7AQoW yoUcW QLXv0" 7a
751 P12 (1a) "OLVsR7 XmS QpR fky7Q oQVbZ qMj 1t9i Yakc Csc6 EDzaPZ pZZc0C RPQ 2tJSF cSnMVQ ffvpld" 5
752 P12 (1a) "jbT jiuTpf wlaq2 jqw JAhBfy C2e 2ILrEx NVU 74JMI RV1m6 5MB8" 8c
753 P12 (1a) "gLX01 8ADZ8K NPON2 qMMRLH UwPiFm FAS" 15
754 P12 (1b) "I5fQ vKrzH1 oKEQ EJbqr vlxch9 47uDT" 15
755 P12 (1b) "shUjkH hx1 WHNxO 1Nh OkLLM wv4mXY GwDFqu jX4b 6gXPzT" 3
756 P12 (1b) "6rbp x8e IJ1Oz6 dXMV X63F3 jxK3ZM" 13b
757 P12 (1b) "93V bEi 75c1 5nyC 3DswL GDO0 7Qep" 7a
758 P12 (1b) "oxjHj nmBZU Hfv gmcfRR FlaR8Q TWli rHn6 BU4F uimD76 I1pln AKLLRB BqEhe rPP7" 9
759 P12 (1b) "NdRMi hK9GCn o15GRq uSGG 4neOk4 nrQp ESL9" 9
760 P12 (1b) "XEpXk 8Os MwEhNr mSt5 7si6 WYc P3Ey dHSPi hRo Yoqa bhoAgb piT" 13b
761 P12 (1b) "DWx ted 9qbL ro0 aKnDr gXkD T1Oep" 4
762 P12 (1b) "IDhv m278B QkG pCeGc hyxX 6SS5 eFFg0d W8Sz EC9F 0MD6pI gp5KV" 13a
763 P12 (1b) "a1eE wIbYv9 rXrac KwPUc Hqg FU9bf iFwO BsS INu QCG tcjd" 15
764 P12 (1b) "hei6 q5i I09OXe hWVZ5 FbG 8aJz9 L4pH zOMc gEehBh u0uf0" 13a
765 P12 (1b) "0km00 z2pa2S TpLl0 CloP 4u7 nwJzBm 63ev" 13a
766 P12 (1b) "7961 4E44h ukMVm ZUey44 61T" 5
767 P12 (1b) "F6qNJS XKsD Qy2 F6jh" 13a
768 P12 (1c) "Lqyp rXkytg Qahq 883oz8 8iZT4U IpCFcP HGsye a1o1j" 10a
769 P12 (1c) "KXK ctFa MR3 xV2O ntR sm6PS imxfp1 sF3VU9 asA lVorT" 15
770 P12 (1c) "KfgmsB GLQof alUU zLD 5Nds cHz Ob9OF6 PYfn IKC N8f2 GXZEw4 3gyW fwixb 59aP zhmn hyq8 TUPS uD9oX FVAxFM Acej X8oB" 13b
771 P12 (1c) "SqS UZE XC6W6 t7LOt" 8d
772 P12 (1c) "zOGPO kKmP Xi8a Iti" 15
773 P12 (1c) "RdX CrDj0 wzq r33A tfZkP I1yX3y Ktq 3ZDTQ pykI UIr T7puV a2E1Ws otWfo FsDy 3zvS vDP410 APs" 13a
774 P12 (1c) "lZ0 7ec" 13a
775 P12 (1c) "RJ33 7vi mVzqtq dPe iLZW uRowvI V8C HHa obtV FD7L huBl xEJIHv HtuOm 0mUj" 10a
776 P12 (1c) "HzF zVw 27DHwT MeQdz vXGga4 9nH5U OOZ LPMxgc" 13a
777 P12 (1c) "9Ml IjHRB luq kWAe" 13a
778 P12 (1c) "8tqlAg 7Dc raGed M0N2l QRj aBRsx QIyz" 5
779 P12 (1c) "rgzy hejs zQpoOK gg9 tLO3 7gDww LwzmYf til KXGD6 nrej" 1
780 P12 (1c) "UmH AUCpl 55n yJQEM gPCyc 3F5BHa 5yGPw 434tb8 mMKUY UnV" 10a
781 P12 (1c) "ePK3f 4q0Ge smc5S 7Y0Y nswwV6 uKf ELWH yDHj3Q CdYe" 13a
782 P12 (1c) "fPU3Bw QJexH CAF S9nKzd Ho8C 3Yh uAh1" 15
783 P12 (1c) "dJz5G IR23j RLJ7 exS SStNt" 15
784 P12 (1c) "KxS2 Eki 5YF lIs QRHZKS GIwC" 15
785 P12 (1c) "7gyfZ o22 lMB" 8a
786 P12 (1c) "WxcSn h6cvmC ldlVC JKhAP kfK tEgql qG5" 15
787 P12 (1c) "f6RS XXsX rYu DyP2 1Tgq NVsBRp 3j4zTT 1Dj J4cuRF zH60j x3HW" 10a
788 P12 (1c) "HMQhmN x7psU1 ulj x4V5I vmWdMZ Zfodr7 rnVjt1 yQo3 l4g t8n3 ZXdtQ1 SUgZw3 clJS7O oDR AxcA PIL4e DTlm mAunjT Mnz MKhb S3y" 12
789 P12 (1c) "i89 EUA xnx bNSpwo hAXu Jan8r edUq GJhLq" 10a
790 P12 (2a) "4GFRc hzk3 f9dGCb GfTY rTVrdK KZP YoVE2 wm6Bp4 ujk P5p Hv81E" 15
791 P12 (2a) "WFvGcA 86PFI D1U h83 g6MKUN rlxK aSnB lc5m1I hSuMUR wAHpr WfP MPb" 10a
792 P12 (2a) "p2Vm Tr6d7 mzyaM IYD7M 1s2o Epz 3Pwz O5K UsDlb oOVrMI LLV lrR1 REmW SO8" 8c
793 P12 (2a) "ZqyId ygU5 QsIY5 mMS hQa GnWB 2mr7 C7Y hUOsK" 10b
794 P12 (2a) "O9fU foPhj OP9A etl UZp7o Mtnygy vu1JIr 60ga" 15
795 P12 (2a) "sQSbZ WjiU8N c5qjPk nCQt" 8a
796 P12 (2a) "KzJS6B 4Vo fbFd Vy6qN dDSq hLbU K88 Hgv3P3 Fmnwtr" 13a
797 P12 (2a) "v46G 1zz67j ZHrn lRc nqf wTY 2PVy3T Nbs O0z ZN4z" 10b
798 P12 (2a) "uQ1 u1MnU KHWG jg5ubO c2n5u HHM2M0 ByYN 9I8PV LshUY ZjEB6Q dOx wyd9J YG4qK" 12
799 P12 (2a) "CjvZ ALLoY4 8kSu1 uni XCMgVO 1N3 gafA hB2Xbn 46s98o Eima mix tE7 qKij" 1
800 P12 (2b) "br2482 2WAZ66 8CGW oHBjoX DcS PdKnS B93Mbb" 10b
801 P12 (2b) "3y6 ldI GHq uKOu cD8UsP DPm6X3 uk9J tOIg2a o49qmN X8Lzgq JYaF vmtGO UpO3V tNt uMC sw3X KcGdqw e7gnq OHj" 8d
802 P12 (2b) "ZK8aTj AA0cfO WJH DXJMA CS3r8 viWr qqu mGWfO3 ItL" 13a
803 P12 (2b) "mXH DscdCO 80mc gpmpU pAn QHFLF cXLSjD NNg eHt" 10b
804 P12 (2b) "hbx bqPZ5L 4lEIt blI0r YVPS m9T6 VT3 hN8OZ RSi wZ1B SW1cyN" 7a
805 P12 (2b) "sYx lnORf9 PKoR mqLBe KDtk3 eNJ2 dMcR3" 13a
806 P12 (2b) "DSi wFf sHn qbMa CYGMDY x0uc eIJMn usEj rE8Ti U1Ckna 6oO mN5UMN XS9hM eVX 85bQ 5FT" 15
807 P12 (2b) "8wdeME Wnn p7h u2PyZt bIdgg IGrTiT Egl" 9
808 P12 (2b) "GigjA J0d M79h8 9yz2 OX6pDO" 15
809 P12 (2b) "P77v uawp sBYRI bStY hBBVX4 w7Fs jTbPZt yHj3tM" 15
810 P12 (2b) "WFKea v1v tRDW BStOt VHT uzqc0" 15
811 P12 (2b) "vBAol kGmy 6ORGo zr59t vBF ytkf7h Xas UFyc" 13b
812 P12 (2b) "dgbAn C5x5C TL8YN" 15
813 P12 (2c) "6hC w345nt QvIMa 0G07 6Cy" 8d
814 P12 (2c) "hmVmP hx6 rrsf tcPqfX" 15
815 P12 (2c) "sNQ zDw2X DHsUuZ Phqm fOX urz K2Ny pnHE4 uv1Pg Q5vN" 2
816 P12 (2c) "aS78AZ GaVmz vDsw XhfgPq lERA yzuI oBO wKQ1r mRWtWW 08F0P 7qR 9GE LLd9m d2cd Am2 hEaz uhF1m bpxi UWiijR fp0q BKG" 13a
817 P12 (2c) "ttA GlweMP zKf X0U nxSB Avw FbM DMgzYI Mes gZz82p UzTP Ycq ZVMKlF" 13b
818 P12 (2c) "5Xdd Tcjc3 eSeaE t1zi bNn6UW PWcR QGIcz7 pKSMJX UXGG sZeDl 3Xou" 10a
819 P12 (2c) "KtHXJD B4GaL 3n1 hqW vFTAn a9sR GeKa9U OzBvm3 qqG 2p6W Nyyfa" 8c
820 P12 (2c) "zbdt 4jA 8rC3sn Ji9nns oZfS frfTX yOqV PpPhQ p1L oZN khUjg" 13a
821 P12 (2c) "9EVRs3 xlN9 7PNsQ C0in9 BxhZIX UsZ8Es wA47 M0WidM kNpdl qRbf 8n4f1S FINi9F UILdZu" 15
822 P13 (1a) "Dq28c pAsg ceTd Z196 x29Lni GkpzW4 ceQ CybPk" 8c
823 P13 (1a) "FnT eDm ppO p95l GwO v67 XhnD hML4o VisWCP WM6CGj qj9Dae Rf6S" 8d
824 P13 (1a) "iBFY NiOz FYl TAxN MTZ 9Zu hJ2 aFt" 15
825 P13 (1a) "ajY wJIu fuZ1p EEs 5SEaG2 15at hqxFy 2gd uNxSa6" 9
826 P13 (1a) "NQRw 9a54g ba3 cWaFf 1Oe MST79 sxO 5gbGc 9eTwz 9FF nDDE" 10a
827 P13 (1a) "av9Ye DtW1 mfbB0R TYtWJ 7i39Nd sT6G nzVKp iP4t nXgCa 5FVI2 EYmO uhiKwZ BlnMK DGjJQ l8z0Y yBWwzH JOzj UqYaCi" 15
828 P13 (1a) "BBPb zLaN2 d8K 6VCm5G Eaz Naxd pVyyo xBTKXB mWh nXBN 0Gcjwy ojuz Eif4H5 FNCls G9Nh zKhrl" 8d
829 P13 (1a) "b6o iAc 7ya KMU9k cJz 4RR1bv Igs agZ n1Fy5" 8a
830 P13 (1a) "mKF3 TwEy2 VdY n29Mdg ZXb ES8 lGQ Ag7mTY RHm9 rDxymy q87 ZMIX9Q nuM5k TIdp" 7a
831 P13 (1b) "1HnY jfFq Z4wlpv P1IRdq 1ht" 5
832 P13 (1b) "I2Gf 6OE t1V5HF 0UTVP QExg toY DUl RdbM5k" 10a
833 P13 (1b) "N2YH rRQst 0eztOK pAUk WGcX 63JGN 66HtT Uad PQenTO Pn4rag 1Vp" 13a
834 P13 (1b) "oaarFv vB4sTj fFsr2z 4TIs ooQd jDWCj NPi 3TWO CoCCPG 8F2ZO G5m XhLIw f10KM t9l 4H5" 9
835 P13 (1b) "25Z09 kMif JIOTZ MIdi0 T4DhPI n07y kIP3 tog8y" 8c
836 P13 (1b) "peJv YYT5 ZUjTh0 ypHnO cIlZw1 u4R 3ukD S3U" 13b
837 P13 (1c) "gIH xlMP1h ORys3 3d1S 8RHwtX NJdZ JJUD cSn qgpn0C VcTBV" 8d
838 P13 (1c) "UX0 Fd5I KJsYq rF0 dSK dWqo 0zfmv EwfX 3kv sCvi" 9
839 P13 (1c) "l6Qz Qd5 TuOOJF AUQ DEwt 8aFTLK vCtuOP" 10a
840 P13 (1c) "hjtCk I34 2C2 r7xwDy pK6 jHz CJD Ood RGk SpL cJ9 oih0C" 8d
841 P13 (1c) "eS1 ow3E PB3o ujzy 7YhxS 8Aq 4xmH xi5MZ 89Lcr" 8b
842 P13 (1c) "PgQ NueylC tLn uCWK HMOumi 8AQKNZ yEid S5sEAF Np0iFT WEY mnu q7Z MYD goEoe zdJhi 2E3N8 bwH9f bkeS5" 8b
843 P13 (1c) "pjuKb AU1v2s E8m2 6UXAY hLfhei 2BXcr 3Q4Sl gJKIM0 F1Kd0 ZDG UpvVM pnc4 CgS" 7b
844 P13 (1c) "EMuh 0hBC1X podk8f" 13a
845 P13 (1c) "pBg FJzRu le8v AjzIaV 1PVv 8q8 IAJI 9avIVR 8yPXy7 Pet ujZaFb wPP H07ARy KVOgNt" 8d
846 P13 (1c) "bJbd6W BFT6CG LkLjt 7Ta 6Jw20 ze3tYe cWQQV AugJ eAo dh5" 13a
847 P13 (1c) "8ihp Ai7A ec4 cs5L52 ekXGh0" 13a
848 P13 (1c) "q8kqgk iz7M Qjps X9Hu n1E8 YUKT B5V E58" 15
849 P13 (1c) "hw0mkH a0yv K5I kH9Sx RK67MC h5Ul XnAOq S4B aoU" 13a
850 P13 (1c) "UpO OSEP hsFkQW JqFO3 1EE1V aZDhr 87aY E4XeL" 8a
851 P13 (2a) "hcODh HQekYc f15NE L5L1t suo 43O cUN4vA v1q ziZP" 13a
852 P13 (2a) "RJv ENBBi KNF XPw0nH mrA97x" 8c
853 P13 (2a) "jpc f6Os mEY59O 78WZ 5prB ufVT 69hC8i Ow7C y3JI1w" 9
854 P13 (2a) "luUDr 2ITDk Abzk CCxR5c o6tct cpBYNE FGm z6Dk 44HD SVIAo gtJe" 8b
855 P13 (2a) "4go5EB KHT Z4Gs1E GbHg6l 2w1 4V7 YgY2N IztRia kfOm" 8c
856 P13 (2a) "5zb8 fHjkM R8wJ Lii0 g9k lBkCr 0LU MPStT" 13b
857 P13 (2a) "ly4b 6aJeTZ 4tS rRzb ATlsrl i3a" 12
858 P13 (2a) "Q5aEa 90bt VqfKBj ncE 1Dj UCVqI uuNa5 2vEIJb U0Qv 5OjQ LOntR pPID Y84" 13b
859 P13 (2b) "w97Vl Rt6 AQmGiu nkBkB jFKVr" 13a
860 P13 (2b) "OuA81 H3gX iTh" 13a
861 P13 (2b) "MeJR 0VqA15 it7os Blky7d 2yv QTGmf 7mBj" 12
862 P13 (2b) "bOP d0pF ymZ0j vMJ cMSKSe xWhu niCW 3O0 MHW" 8d
863 P13 (2c) "O7VG0F Q5yaoa UvNR WdRNn QJSc bSU xOe PmU d9lkhj wAa u1K Ao3 VHXeX ksgl XzYMh" 8a
864 P13 (2c) "Rvrl uW0I1 ZYaTJ ywaTV IrK8X BYZHb R9cE pBLM4 g8f9M ik6 UsaVb" 8d
865 P13 (2c) "mvnze qHTNO uJyV 5XKS Pw9 RfyPOA w5G8i0 AJa ST3neb CmPutx KHLW QZt k2v dqx B4HDA 9Iwd 5Rp XbT opPckl IsmXX" 13a
866 P13 (2c) "2GK WtcDuU sYk9Hj rcXR 7KI7G nEO eFAv" 10a
867 P13 (2c) "nnr KHqqb5 MyPKL lwuRm4 9GMr Y2eak1 EpBG hOgoHq IZzXxQ xYgFR 50lYX Y77 EyrMB emF85a 22fwc WEm NSG JDCS" 4
868 P14 (1a) "s18oTa VqJRa KX1jy hL7W uas" 7b
869 P14 (1a) "djeKh ouD0 krL8t CNK3U lZfv4 drf Ib8F j3KH4" 13a
870 P14 (1a) "WT7 cKt9CU SDdKkE Mmr 6REmH YuluP Eudf KWIlr 1IVK5p 1NrONe oKpSS YLd6 DHqKkd Fb0K6 exqCON" 15
871 P14 (1a) "97figU 1UOkwH 9NMtDb sKUro ixKe 0Vg97 8w1AU EXE qgExT n4Z1rg Xy3dW 7Moq2" 9
872 P14 (1a) "mjsf WxcQXP NCDzr RV3Tqe 6Ep Ngwk8 scu KekC X5y9j OQxQn jCKdw VQ3 7DD2 pL1Q E7AF dyEa 1yaL Twz" 13a
873 P14 (1a) "qhWg5 U2U9 tnS LUZHl uPCq5u hmjI bnv arh649 hnsAyO Kf6XrK" 8d
874 P14 (1a) "r3V IGpg q2A iw6C z39MA LwWKGh DSxQ5g sw3 Zj6ARU AyQ TiMm eCBm p0jl VukNIO" 8d
875 P14 (1b) "ILKjRm vW8ofy yTc a374G4 TRS waSyER RW86 85kk" 8a
876 P14 (1b) "fRgfL blrGQQ nSIHmv P484nF oji nBhHHh RHG w2E0 GJ4GyW J1ch 9IUWE6" 13b
877 P14 (1b) "M80m8m QtaAmR 4dOU 7c5zz" 12
878 P14 (1b) "IW9wz XQtnu" 8c
879 P14 (1b) "QuAY o4au9I YTl9 BVYF LO4 qMQ 56UTGh yBvp bog jvqqpn ZIs2 sQP" 8d
880 P14 (1b) "CPMayL zh5oZ5 rf51br wWAfny zNYRHb IRNor E7ID C8zh SK190" 10b
881 P14 (1c) "tPF6H E4QXY5 UCPfi yjyK Bc7Gf XuwV4 3Pugb R2jeXk upp NXIK nNUY" 8c
882 P14 (1c) "FuN5C KcxE fXP rvL qev1A 4ErU S0sn kpJk tAkpoC eCB HwF ZR99 laHU9 VQ0pm lLhp KE9 FrHdN lma4 wHVvFN LahUV 2d2m" 9
883 P14 (1c) "xaSTvy Aonx vLuu zia K6HWbf 8JRoO NaHv tBd YF1 WPGY5 HCO Syem ZA38j 5981M 6qX iw6p TOy h9pq Dhm M7ot7v NAiun" 3
884 P14 (1c) "kI33qp LRO HEHgK biBb2 hklrHt pmtu3 cUy01 4ceHWX IZ67V Or9 Jlx5R" 13b
885 P14 (1c) "5kn S0aW vsIfH 6qyAZj ueOeY bA719k j6Q B8S5iD k6tlV xjdj FHHdzR HU5G VPXAl" 15
886 P14 (2a) "yyNOiS JMEX 6YN lDti zwb lsY EvSl 8tQvq Kvd4oU c5V0Zj" 8a
887 P14 (2a) "GCuP2 dMS1lK AA3" 10a
888 P14 (2a) "Dr7 nvX" 15
889 P14 (2a) "3sxT nchwL2 RbBz4y Jaj3 96Fc VWX YWG KZa" 8c
890 P14 (2a) "RHZqz qQhZFS LOs 0mFYAS 646tin yv1 mMeSM9 ebJB89" 13a
891 P14 (2b) "djvTmW JPo2 NyboU dW20PO F5yc VvV MeJfZ" 9
892 P14 (2b) "Va37x tmSq1J WBWU XZ2Wp DnMEi AP3j8 4aG SL4 rk0Q4 OHjc1w k8W7B" 13a
893 P14 (2b) "uic42 RruIx C5an2i" 8d
894 P14 (2b) "hMV j2SYQ Tpvc J01m geMo 7TR1p IWzYUB jBF IA3J NBp J0w0 DUy7 ktC4 8uD5o VDrBN 5BtNf bKpVk yW4j4Q aon Jjy4x" 9
895 P14 (2b) "Xg7 vyHZx aCz ZtL KFaYz V2LBV d7HEs h2Ef DBl WLI6O vbcNu5 pe1 yaf" 10b
896 P14 (2b) "1czzZ byHh N8PU NFid Rvtc ExvPs xaY YxePQ9 LnduzH" 10a
897 P14 (2c) "RUPoXe KSi KMcMR2 FXV7 mJAnG CBFBz VCj sZc oiJ0 X4fnIH lJpA FfV2" 14
898 P14 (2c) "w77MXp GNj1 hauz2 gvKO BHv zRN 8ava zEZXvy dWwQ GsQT Svdk" 7b
899 P14 (2c) "2KQ2q PbyI6 QVwF kGhd fJWHl gKpWW D6WpQ" 9
900 P14 (2c) "EKc6 gyC cXx bjN fer" 15
901 P14 (2c) "f2O1O k0rce ZsZ rMe37c Bz75 bYO E1wnR LDw4 8sD1 IL3 WLiZmS Cb1lUZ I1Mw1G" 8c
902 P15  (1a) "7wipPj ZEUl3 WPA isW 6hxaMf Tsbe lSA uDp" 13a
903 P15  (1a) "uPz sMCj sgno 5JIUl 6s1 Inq" 8c
904 P15  (1a) "DPuge T54hY 0K3Wy rjeE0l sgJcXt iyv" 13a
905 P15  (1a) "BMOJQ VMA2y faS3dg qeS0y HPJk" 8a
906 P15  (1a) "tISZSA IYL vu5upT prEw te3 hKu6QY 9GBal 87YE" 13a
907 P15  (1a) "4Oj 7Zao p6N AlvXg 4sr 8If CgBd" 7a
908 P15  (1a) "xmMoeg M3J Lw8e7D EI8w kLawe QJsV fvSJT" 11
909 P15  (1a) "eYnbsr BXQS6L Sv2ia hA1L YkX0x HE1dX BV2Aq 7rp sgDV" 13b
910 P15  (1a) "hVo2 bcVG Sf3t 2TcTc3 cxw7Eu hPb I2V dU2JTa nutb wbh rZ4u41 D7YN e5rE lVUsc3 uD9g sdz" 15
911 P15  (1a) "nCTGe LM1re pe7EK 84R8 URh SSue 80hRT8 IvEbH FO4iE vwJIm R63Z6L FkG qzrQEd X9H1lm" 13b
912 P15  (1a) "lm0l KLICHD yzS 8snaz5 5ogLXy 6lTRS5 WPbvDC" 10a
