Proefpersoon Instructie_Code Segmenten_Sophia Perspective_Sophia Perspective_Jael Segmenten_Jael
Transcript_P20 2b "L0jZCc ro4 txsLu xGl q5frf DxCqK 0oetMN ex9 GCGOmi bAbB XbLJ cTKq9F X6jNl JADUP uIhZa AROu iGl" y y "L0jZCc ro4 txsLu xGl q5frf DxCqK 0oetMN ex9 GCGOmi bAbB XbLJ cTKq9F X6jNl JADUP uIhZa AROu iGl"
Transcript_P20 2b "XgKZsY T7NP 76dg0 VfthT nbU4J sqdQ IYfK8p 29B XzOw4 4vt3 LyE MkCet 6OeW1h NN5NP FVX8 E8yE SJNi NO3hp P4TQw w24X qjpzD DxxtoR E1xS0b e9I ZbfU" n n "ExBn1V jN4 8bI Fany HGPpL uqe drl"
Transcript_P20 2b "VjzDn 401wn 8dH ZFW OlRSf qUqIU YuU9Mx 3zcPn Utqg i4M KFF tmai VhNhX gKc2KL Op3zT ahgJCC" y y "VjzDn 401wn 8dH ZFW OlRSf qUqIU YuU9Mx 3zcPn Utqg i4M KFF tmai VhNhX gKc2KL Op3zT ahgJCC"
Transcript_P20 2c "ZERiF W2GcKg o5Ig9 Zd4D hVaI Pe4bT Btprx NCUG w9k6n6" y y "ZERiF W2GcKg o5Ig9 Zd4D hVaI Pe4bT Btprx NCUG w9k6n6"
Transcript_P20 2c "xGU cXKfOO qjD WugaQ TLsx rjHX41 pJh2d Lcvj9S 80o Fe9c2l" y y "xGU cXKfOO qjD WugaQ TLsx rjHX41 pJh2d Lcvj9S 80o Fe9c2l"
Transcript_P20 2c "bKj9 WICo fBhE 4Qr43 CBL gJ1a 3IGK8H 8TUO" y y "bKj9 WICo fBhE 4Qr43 CBL gJ1a 3IGK8H 8TUO"
Transcript_P20 2c "5gGKla nu5SG eMJK ZuKrQ O3fZg 41yG" y y "5gGKla nu5SG eMJK ZuKrQ O3fZg 41yG"
Transcript_P20 2c "FwwYPP vLHBI cAAWWw Rtz T95YpK BXkm Wu9Xb T20l CKB UdE 9gRE XwSEB" y y "FwwYPP vLHBI cAAWWw Rtz T95YpK BXkm Wu9Xb T20l CKB UdE 9gRE XwSEB"
Transcript_P20 2c "ZwznHQ eQ6 lIWWW" n n "hqDsG 2IZCoB geAc 0vg mKuq X20ZWH punrh eVbBke yV1B6d ZISBG5 rJWr 9IH9yk M23RA MfTCM dora tQurWG nFLb z7G zmE n0NH"
Transcript_P20 2c "CxK0 tAo ESuf fyL1 7kM hJV B044" y y "CxK0 tAo ESuf fyL1 7kM hJV B044"
Transcript_P20 2c "j1W aC0 abSPq aCB" y y "j1W aC0 abSPq aCB"
Transcript_P20 2c "Srda mXv wwM 5i8 A3ejt QoiB0 3QvUzq gTasH CVKj4" y y "Srda mXv wwM 5i8 A3ejt QoiB0 3QvUzq gTasH CVKj4"
NA NA "8Tsc h1Fhcg E1G 0uHIa 0JfjQ7 IpJSr L3Sz4X GFQng iStPGs uNcR k0Wqw csTX3 LFnz wwar c0y2 idR" y y "8Tsc h1Fhcg E1G 0uHIa 0JfjQ7 IpJSr L3Sz4X GFQng iStPGs uNcR k0Wqw csTX3 LFnz wwar c0y2 idR"
NA NA "MgvYj oBmRHZ wsxtu eM64W oGe O4h MSvj Asq Wc6M e92" y y "MgvYj oBmRHZ wsxtu eM64W oGe O4h MSvj Asq Wc6M e92"
NA NA "r3Eg HbtBUG VJdD edOdyA uDG7Ck QK0 g91X i2St onh" y y "r3Eg HbtBUG VJdD edOdyA uDG7Ck QK0 g91X i2St onh"
NA NA "W49 JNaq WWGCjl EfK Jf4rHO b4o GO8R NP2" y y "W49 JNaq WWGCjl EfK Jf4rHO b4o GO8R NP2"
NA NA "CbNW 7QL Bk9h 1I7dmS YvyC h5R0 Od09kd ytzVeh a2Dvh9" y y "CbNW 7QL Bk9h 1I7dmS YvyC h5R0 Od09kd ytzVeh a2Dvh9"
NA NA "r6l Mm1pW Wg7 BCEQt vQwq O3GL pIM HjVN" y y "r6l Mm1pW Wg7 BCEQt vQwq O3GL pIM HjVN"
NA NA "vx9o OFJK HW6Rev rHv ncKNXW aJ5 TF8 lz35Wh 52NB ukdA tzrs6J OEl57 9XEQp 0h5Bh OaNJr Eodbl0" y y "vx9o OFJK HW6Rev rHv ncKNXW aJ5 TF8 lz35Wh 52NB ukdA tzrs6J OEl57 9XEQp 0h5Bh OaNJr Eodbl0"
NA NA "NID eKHQ TUHM X15rf OO3c cSPKM uG9Qy YMiu" y y "NID eKHQ TUHM X15rf OO3c cSPKM uG9Qy YMiu"
NA NA "ef5iq ZkDA vpKb5R GJWyNv gRD0A 2ncA LUzId" y y "ef5iq ZkDA vpKb5R GJWyNv gRD0A 2ncA LUzId"
NA NA "cW5J 4Z5bFZ Cgqf ebj qX1 81Wfb peJ" y y "cW5J 4Z5bFZ Cgqf ebj qX1 81Wfb peJ"
NA NA "WoI2 x4Xz C0m 8Vmh2 GmhmJy l8lGz HLXyF K3Gipd GLn IpovI rfuA3 yeUyz 88NuA Dvs EVn QFLV" y y "WoI2 x4Xz C0m 8Vmh2 GmhmJy l8lGz HLXyF K3Gipd GLn IpovI rfuA3 yeUyz 88NuA Dvs EVn QFLV"
NA NA "us7n GFQ1 WY1 uxt uA9iU 32qKRm bCtX" y y "us7n GFQ1 WY1 uxt uA9iU 32qKRm bCtX"
NA NA "jhuEL P58d0 Yi7uR RBzD Lmf 9vO tOI8I" y y "jhuEL P58d0 Yi7uR RBzD Lmf 9vO tOI8I"
NA NA "yMutg Xncz nRFO7q GTL rae Yqn7 14wi TV38 sFEn9N 0Ts ZRiEMx Xe6T2" y y "yMutg Xncz nRFO7q GTL rae Yqn7 14wi TV38 sFEn9N 0Ts ZRiEMx Xe6T2"
NA NA "UXGal 6QPX ARylh VTM Wc6 Qn5fe 2VWE2 LSby DfA JuWKn5 SV8hlG" y y "UXGal 6QPX ARylh VTM Wc6 Qn5fe 2VWE2 LSby DfA JuWKn5 SV8hlG"
NA NA "WAeegu JD2jA P5qqx dXQL IqOSj X5L tBX XDsFX PXSweb au43g a9ep PLor 3Oi4N" y y "WAeegu JD2jA P5qqx dXQL IqOSj X5L tBX XDsFX PXSweb au43g a9ep PLor 3Oi4N"
NA NA "lX3Lm 3maeBu OSzaJ Nqdg Vpq1 7gvV wzR8 XFfx3C 3uYwot w0Dy Imt xRw1 eOf" y y "lX3Lm 3maeBu OSzaJ Nqdg Vpq1 7gvV wzR8 XFfx3C 3uYwot w0Dy Imt xRw1 eOf"
NA NA "I93I 4yW6 jgG I4wEj iZNW QiD DvltX 1fRZL 2jbt NyUf 7nd10U PrB 1nLes 6jB6" y y "I93I 4yW6 jgG I4wEj iZNW QiD DvltX 1fRZL 2jbt NyUf 7nd10U PrB 1nLes 6jB6"
NA NA "hwt wBTSTj 8ss6fh xMZyvH Pkv6n J5B wNUQ cHZ P7H QXe B8x OWs0" y y "hwt wBTSTj 8ss6fh xMZyvH Pkv6n J5B wNUQ cHZ P7H QXe B8x OWs0"
NA NA "aW26 TJG Byl8j7 yantpe ZMsYo tgbjk UXp8Rg nMt 0Nt MOW Boy" y y "aW26 TJG Byl8j7 yantpe ZMsYo tgbjk UXp8Rg nMt 0Nt MOW Boy"
NA NA "rCkEMW eUa9dG jQTz YHcfU 7jiEu BSj rNoI 5QxnRu cXl4 DtrguD oG3pN1 H1IW" y y "rCkEMW eUa9dG jQTz YHcfU 7jiEu BSj rNoI 5QxnRu cXl4 DtrguD oG3pN1 H1IW"
NA NA "ZB2WGq mjU87 9K62M aMY0L 1h19E7 HaK Dexq 3al T4o wL3F 4Rj6pe tSwfx5 PY4P fASZxh JTCo8k aeYq lwTs veX97K FDSAq0 raa1UB" y y "ZB2WGq mjU87 9K62M aMY0L 1h19E7 HaK Dexq 3al T4o wL3F 4Rj6pe tSwfx5 PY4P fASZxh JTCo8k aeYq lwTs veX97K FDSAq0 raa1UB"
NA NA "Hcd y2HIA bBH MHX50 OgSbM SodJ AI6E P6lhW ot0Btl" y y "Hcd y2HIA bBH MHX50 OgSbM SodJ AI6E P6lhW ot0Btl"
NA NA "gBp peI ehi Svb Q3CsC mVLoq" y y "gBp peI ehi Svb Q3CsC mVLoq"
NA NA "UWH 0kOkrh ImKyP" n n "5O8ZQ 5uYro hBvEL Fm8wZs v6S9M nwD A8W iKQSZB Lp2Q kO1g TFQFvr tJYmC j81q8 jdfnwQ"
NA NA "ahk gZdbni Zax 9fOK 1TVw OVJn 5CLI liQ 6CPj 5vNV9 Xz0Mpr" n fill-up-for-keeping-same-rows NA
NA NA "T80 dqR zY4kSd hwB7 DAPRyU Zn8o LwYJM lNKku ijyTUI 9KbQL EL0vT" y y "T80 dqR zY4kSd hwB7 DAPRyU Zn8o LwYJM lNKku ijyTUI 9KbQL EL0vT"
NA NA "Hrf Fdnjxk QfI0 O4d qNNUxu iBX OLQxpA s3vIJH Xi44j 4JbX B2gx eb7gWh WyBu" y y "Hrf Fdnjxk QfI0 O4d qNNUxu iBX OLQxpA s3vIJH Xi44j 4JbX B2gx eb7gWh WyBu"
NA NA "rdPX ypnYi U6xN xPjY vpA3 q6K7a 21u DTN2m sPHw DtAqd" y y "rdPX ypnYi U6xN xPjY vpA3 q6K7a 21u DTN2m sPHw DtAqd"
NA NA "i78B J9oou 9eYMR 8i7r aiy 3qhSS xQG FwI6 EZSD nJyC" y y "i78B J9oou 9eYMR 8i7r aiy 3qhSS xQG FwI6 EZSD nJyC"
NA NA "M2FuV 3Td yflsl VFdt VpB8 6ZgI2c 5Fs7p 2qusHU Dgpw GBwGm YYHl7S yZRiu gQTFL9 GZZ4l Z13HDR" y y "M2FuV 3Td yflsl VFdt VpB8 6ZgI2c 5Fs7p 2qusHU Dgpw GBwGm YYHl7S yZRiu gQTFL9 GZZ4l Z13HDR"
NA NA NA NA NA NA
NA NA "ttuzez o3vtOO Tgfh" 0.88642659279778391 0.83160621761658038 "qiqU6 H99Z rKtv9v"
